branch,n,Data MSE,Data NRMSE,Phys L2,GT Phys L2,valid%
n=2,2,6.710073180888829,13.4186014336975,0.5956524118957485,0.060768765601342666,0.0
n=3,3,51.49363008202412,34.49026242686579,0.9077331331964895,0.07551416425062828,0.0
n=4,4,39.01360198626151,27.826630768294518,0.6536553663396236,0.08589417122774173,11.538461538461538
n=5,5,126.11303790006787,70.38724914331127,1.1206979683592448,0.08980980891812912,7.4074074074074066
n=6,6,45.963304958811825,31.68408385078822,0.6249592502698141,0.09629740923512949,34.285714285714285
AVG,,68.12186965233995,42.406543992692605,0.8394047554050056,0.08482101421044771,11.875
